Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,351/194,292/142,28/25,31/25,0/2,-
2024,33/16,32/15,-,1/1,-,-
2023,32/22,24/16,6/5,2/1,-,-
2022,49/22,46/18,3/4,-,-,-
2021,16/11,13/8,3/2,0/1,-,-
2020,1/1,1/1,-,-,-,-
2019,33/27,21/15,8/7,4/5,-,-
2018,51/30,46/28,-,5/2,-,-
2017,37/23,31/16,0/1,6/4,0/2,-
2016,63/15,58/12,-,5/3,-,-
2015,25/15,14/9,8/3,3/3,-,-
2014,9/8,4/2,0/3,5/3,-,-
2013,0/3,0/1,-,0/2,-,-
2012,2/1,2/1,-,-,-,-
