Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,53/101,36/53,12/29,5/19,-,-
2024,4/15,3/7,1/4,0/4,-,-
2023,21/25,14/13,7/9,0/3,-,-
2022,10/19,8/13,2/6,-,-,-
2021,12/23,6/10,1/5,5/8,-,-
2020,2/7,1/5,1/2,-,-,-
2019,1/5,1/1,0/2,0/2,-,-
2018,3/7,3/4,0/1,0/2,-,-
