Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,23/26,11/11,11/13,1/2,-,-
2024,11/9,6/3,5/6,-,-,-
2023,7/11,5/5,1/4,1/2,-,-
2022,5/6,0/3,5/3,-,-,-
