Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,160/124,14/20,122/77,12/18,12/9,-
2024,31/29,2/4,23/18,0/2,6/5,-
2023,46/24,2/6,28/8,10/6,6/4,-
2022,26/23,0/3,25/14,1/6,-,-
2021,25/14,-,25/13,0/1,-,-
2020,10/12,2/2,8/9,0/1,-,-
2019,16/16,8/5,7/9,1/2,-,-
2018,5/5,-,5/5,-,-,-
2017,1/1,-,1/1,-,-,-
