Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,100/76,22/21,71/46,0/4,-,7/5
2024,24/24,6/7,14/17,-,-,4/0
2023,28/24,7/6,19/13,0/3,-,2/2
2022,42/22,9/8,32/13,-,-,1/1
2021,6/5,-,6/2,0/1,-,0/2
2020,0/1,-,0/1,-,-,-
