Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  San Miguel de Tucuman (Argentina),clay,header
14.01. 18:45,Collarini A.,0,4,2,,,,1,3,61%,58% (18/31),45% (9/20),50% (4/8),12% (3/26),63% (12/19),100% (2/2),53% (27/51),33% (15/45),44% (42/96),2,0,50% (4/8),25% (2/8),38% (6/16),[],[],[],[],[],1.83
CHALLENGER MEN - SINGLES :  Temuco (Chile),hard,header
27.11.2024,Guillen Meza A.,0,6^2,3,,,,0,3,67%,57% (34/60),40% (12/30),58% (7/12),31% (12/39),43% (12/28),43% (3/7),51% (46/90),36% (24/67),45% (70/157),2,0,55% (6/11),30% (3/10),43% (9/21),[],[],[],[],[],1.59
27.11.2024,Dutra Da Silva D.,2,7^7,6,,,,2,4,58%,69% (27/39),57% (16/28),57% (4/7),43% (26/60),60% (18/30),42% (5/12),64% (43/67),49% (44/90),55% (87/157),8,0,70% (7/10),45% (5/11),57% (12/21),[],[],[],[],[],2.27
26.11.2024,Guillen Meza A.,2,6,4,7^11,,,5,2,67%,74% (55/74),61% (22/36),60% (3/5),22% (17/76),52% (14/27),29% (2/7),70% (77/110),30% (31/103),51% (108/213),5,2,88% (14/16),13% (2/16),50% (16/32),[],[],[],[],[],2.76
26.11.2024,Alves M.,1,4,6,6^9,,,9,2,74%,78% (59/76),48% (13/27),71% (5/7),26% (19/74),39% (14/36),40% (2/5),70% (72/103),30% (33/110),49% (105/213),5,3,88% (14/16),13% (2/16),50% (16/32),[],[],[],[],[],1.37
CHALLENGER MEN - SINGLES :  Sao Paulo 5 (Brazil),hard,header
18.11.2024,Guillen Meza A.,0,4,1,,,,6,7,66%,66% (23/35),28% (5/18),50% (5/10),20% (7/35),65% (17/26),14% (1/7),53% (28/53),39% (24/61),46% (52/114),5,3,44% (4/9),13% (1/8),29% (5/17),[],[],[],[],[],2.19
18.11.2024,Prado Angelo J. C.,2,6,6,,,,6,3,57%,80% (28/35),35% (9/26),86% (6/7),34% (12/35),72% (13/18),50% (5/10),61% (37/61),47% (25/53),54% (62/114),5,0,88% (7/8),56% (5/9),71% (12/17),[],[],[],[],[],1.63
CHALLENGER MEN - SINGLES :  Montevideo (Uruguay),clay,header
13.11.2024,Guillen Meza A.,1,7,4,6^4,,,4,2,75%,61% (44/72),50% (12/24),0% (0/5),35% (29/82),51% (23/45),28% (5/18),58% (56/96),41% (52/127),48% (108/223),4,2,71% (12/17),29% (5/17),50% (17/34),[],[],[],[],[],1.51
13.11.2024,Alves M.,2,5,6,7^7,,,11,3,65%,65% (53/82),49% (22/45),72% (13/18),39% (28/72),50% (12/24),100% (5/5),59% (75/127),42% (40/96),52% (115/223),6,0,71% (12/17),29% (5/17),50% (17/34),[],[],[],[],[],2.46
CHALLENGER MEN - SINGLES :  Curitiba (Brazil),clay,header
25.10.2024,Guillen Meza A.,0,3,4,,,,0,5,53%,64% (30/47),38% (16/42),69% (9/13),10% (3/29),57% (17/30),50% (2/4),52% (46/89),34% (20/59),45% (66/148),3,1,56% (5/9),20% (2/10),37% (7/19),[],[],[],[],[],2.81
25.10.2024,Cerundolo J. M.,2,6,6,,,,4,5,49%,90% (26/29),43% (13/30),50% (2/4),36% (17/47),62% (26/42),31% (4/13),66% (39/59),48% (43/89),55% (82/148),7,0,80% (8/10),44% (4/9),63% (12/19),[],[],[],[],[],1.40
24.10.2024,Guillen Meza A.,2,6,6,,,,0,1,71%,88% (21/24),70% (7/10),0% (0/0),50% (14/28),62% (13/21),50% (5/10),82% (28/34),55% (27/49),66% (55/83),8,0,100% (7/7),71% (5/7),86% (12/14),[],[],[],[],[],1.25
24.10.2024,Pereira J.,0,1,1,,,,0,3,57%,50% (14/28),38% (8/21),50% (5/10),13% (3/24),30% (3/10),0% (0/0),45% (22/49),18% (6/34),34% (28/83),2,0,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],3.70
22.10.2024,Guillen Meza A.,2,7^7,6,,,,0,0,70%,71% (34/48),29% (6/21),63% (5/8),34% (16/47),68% (15/22),80% (4/5),58% (40/69),45% (31/69),51% (71/138),7,0,73% (8/11),36% (4/11),55% (12/22),[],[],[],[],[],1.51
22.10.2024,Reis Da Silva J.,0,6^3,4,,,,2,4,68%,66% (31/47),32% (7/22),20% (1/5),29% (14/48),71% (15/21),38% (3/8),55% (38/69),42% (29/69),49% (67/138),3,0,64% (7/11),27% (3/11),45% (10/22),[],[],[],[],[],2.46
CHALLENGER MEN - SINGLES :  Campinas (Brazil),clay,header
19.10.2024,Guillen Meza A.,0,2,4,,,,0,4,63%,42% (18/43),32% (8/25),50% (8/16),25% (5/20),69% (20/29),63% (5/8),38% (26/68),49% (23/47),43% (49/115),4,0,11% (1/9),56% (5/9),33% (6/18),[],[],[],[],[],1.95
19.10.2024,Ficovich J. P.,2,6,6,,,,0,3,41%,75% (15/20),31% (9/29),38% (3/8),58% (25/43),68% (17/25),50% (8/16),51% (24/47),62% (42/68),57% (66/115),6,0,44% (4/9),89% (8/9),67% (12/18),[],[],[],[],[],1.78
18.10.2024,Guillen Meza A.,2,6,4,6,,,1,4,72%,55% (42/76),40% (12/30),61% (11/18),41% (21/51),70% (30/43),60% (9/15),51% (54/106),54% (51/94),53% (105/200),8,0,50% (7/14),60% (9/15),55% (16/29),[],[],[],[],[],2.66
18.10.2024,Varillas J. P.,1,3,6,4,,,4,6,54%,59% (30/51),30% (13/43),40% (6/15),45% (34/76),60% (18/30),39% (7/18),46% (43/94),49% (52/106),48% (95/200),2,0,40% (6/15),50% (7/14),45% (13/29),[],[],[],[],[],1.44
17.10.2024,Guillen Meza A.,2,6,1,6,,,3,3,72%,70% (35/50),47% (9/19),40% (2/5),33% (20/61),61% (19/31),50% (4/8),64% (44/69),42% (39/92),52% (83/161),8,0,75% (9/12),31% (4/13),52% (13/25),[],[],[],[],[],3.90
17.10.2024,Dellien H.,1,2,6,4,,,0,5,66%,67% (41/61),39% (12/31),50% (4/8),30% (15/50),53% (10/19),60% (3/5),58% (53/92),36% (25/69),48% (78/161),2,0,69% (9/13),25% (3/12),48% (12/25),[],[],[],[],[],1.23
16.10.2024,Guillen Meza A.,2,6,6,,,,1,1,75%,73% (30/41),64% (9/14),100% (6/6),38% (16/42),67% (16/24),40% (4/10),71% (39/55),48% (32/66),59% (71/121),8,0,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],0
16.10.2024,Aboian V.,0,3,1,,,,2,3,64%,62% (26/42),33% (8/24),60% (6/10),27% (11/41),36% (5/14),0% (0/6),52% (34/66),29% (16/55),41% (50/121),2,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],0
CHALLENGER MEN - SINGLES :  Villa Maria (Argentina),clay,header
08.10.2024,Guillen Meza A.,1,6,5,6^0,,,0,4,68%,67% (63/94),48% (21/44),91% (20/22),27% (19/70),44% (16/36),25% (2/8),61% (84/138),33% (35/106),49% (119/244),2,2,88% (15/17),13% (2/16),52% (17/33),[],[],[],[],[],2.61
08.10.2024,Gomez F. A.,2,3,7,7^7,,,6,3,66%,73% (51/70),56% (20/36),75% (6/8),33% (31/94),52% (23/44),9% (2/22),67% (71/106),39% (54/138),51% (125/244),8,0,88% (14/16),12% (2/17),48% (16/33),[],[],[],[],[],1.45
CHALLENGER MEN - SINGLES :  Buenos Aires 3 (Argentina),clay,header
30.09.2024,Guillen Meza A.,1,7,1,2,,,1,3,68%,53% (31/58),37% (10/27),42% (5/12),41% (29/71),52% (15/29),31% (4/13),48% (41/85),44% (44/100),46% (85/185),3,1,46% (6/13),29% (4/14),37% (10/27),[],[],[],[],[],3.14
30.09.2024,Coria F.,2,5,6,6,,,2,2,71%,59% (42/71),48% (14/29),69% (9/13),47% (27/58),63% (17/27),58% (7/12),56% (56/100),52% (44/85),54% (100/185),7,0,71% (10/14),54% (7/13),63% (17/27),[],[],[],[],[],1.33
CHALLENGER MEN - SINGLES :  Antofagasta (Chile),clay,header
24.09.2024,Guillen Meza A.,1,6^4,7^7,6^1,,,1,5,71%,50% (50/100),55% (22/40),70% (19/27),42% (38/90),62% (21/34),47% (8/17),51% (72/140),48% (59/124),50% (131/264),1,3,56% (10/18),44% (8/18),50% (18/36),[],[],[],[],[],2.73
24.09.2024,Ugo Carabelli C.,2,7^7,6^5,7^7,,,1,1,73%,58% (52/90),38% (13/34),53% (9/17),50% (50/100),45% (18/40),30% (8/27),52% (65/124),49% (68/140),50% (133/264),9,1,56% (10/18),44% (8/18),50% (18/36),[],[],[],[],[],1.42
CHALLENGER MEN - SINGLES :  Cali (Colombia),clay,header
17.09.2024,Guillen Meza A.,1,6,3,4,,,3,10,71%,68% (44/65),35% (9/26),57% (4/7),40% (20/50),40% (20/50),27% (3/11),58% (53/91),40% (40/100),49% (93/191),4,0,77% (10/13),21% (3/14),48% (13/27),[],[],[],[],[],1.11
17.09.2024,Aguilar J. C. M.,2,2,6,6,,,3,3,50%,60% (30/50),60% (30/50),73% (8/11),32% (21/65),65% (17/26),43% (3/7),60% (60/100),42% (38/91),51% (98/191),6,0,79% (11/14),23% (3/13),52% (14/27),[],[],[],[],[],6.01
ATP - SINGLES :  US Open (USA) - Qualification,hard,header
19.08.2024,Guillen Meza A.,0,0,1,,,,1,6,56%,48% (14/29),22% (5/23),50% (6/12),29% (6/21),40% (8/20),33% (1/3),37% (19/52),34% (14/41),35% (33/93),3,2,0% (0/6),14% (1/7),8% (1/13),[],[],[],[],[],2.82
19.08.2024,Yevseyev D.,2,6,6,,,,0,5,51%,71% (15/21),60% (12/20),67% (2/3),52% (15/29),78% (18/23),50% (6/12),66% (27/41),63% (33/52),65% (60/93),7,0,86% (6/7),100% (6/6),92% (12/13),[],[],[],[],[],1.43
CHALLENGER MEN - SINGLES :  Bogota (Colombia),clay,header
08.08.2024,Guillen Meza A.,0,3,4,,,,3,8,55%,66% (25/38),42% (13/31),75% (9/12),0 km/h,0 km/h,28% (9/32),34% (10/29),17% (1/6),55% (38/69),31% (19/61),44% (57/130),5,6,67% (6/9),10% (1/10),37% (7/19),[],[],[],[],[],1.62
08.08.2024,Sell K.,2,6,6,,,,3,2,52%,72% (23/32),66% (19/29),83% (5/6),0 km/h,0 km/h,34% (13/38),58% (18/31),25% (3/12),69% (42/61),45% (31/69),56% (73/130),5,0,90% (9/10),33% (3/9),63% (12/19),[],[],[],[],[],2.23
07.08.2024,Guillen Meza A.,2,7^7,6,,,,4,8,61%,70% (31/44),57% (16/28),50% (3/6),0 km/h,0 km/h,34% (13/38),58% (15/26),80% (4/5),65% (47/72),44% (28/64),55% (75/136),9,0,73% (8/11),36% (4/11),55% (12/22),[],[],[],[],[],1.06
07.08.2024,Arcila A.,0,6^5,4,,,,4,3,59%,66% (25/38),42% (11/26),20% (1/5),0 km/h,0 km/h,30% (13/44),43% (12/28),50% (3/6),56% (36/64),35% (25/72),45% (61/136),1,0,64% (7/11),27% (3/11),45% (10/22),[],[],[],[],[],10.50
CHALLENGER MEN - SINGLES :  Verona (Italy),clay,header
26.07.2024,Guillen Meza A.,1,4,6,5,,,2,2,73%,58% (43/74),52% (14/27),38% (3/8),32% (25/77),57% (20/35),20% (5/25),56% (57/101),40% (45/112),48% (102/213),2,0,67% (10/15),31% (5/16),48% (15/31),[],[],[],[],[],1.72
26.07.2024,Rehberg M. H.,2,6,3,7,,,2,1,69%,68% (52/77),43% (15/35),80% (20/25),42% (31/74),48% (13/27),63% (5/8),60% (67/112),44% (44/101),52% (111/213),8,4,69% (11/16),33% (5/15),52% (16/31),[],[],[],[],[],2.02
25.07.2024,Guillen Meza A.,2,6,3,6,,,0,4,69%,68% (49/72),50% (16/32),83% (10/12),33% (17/52),47% (20/43),33% (3/9),63% (65/104),39% (37/95),51% (102/199),10,0,86% (12/14),21% (3/14),54% (15/28),[],[],[],[],[],2.09
25.07.2024,Maestrelli F.,1,4,6,3,,,4,2,55%,67% (35/52),53% (23/43),67% (6/9),32% (23/72),50% (16/32),17% (2/12),61% (58/95),38% (39/104),49% (97/199),0,0,79% (11/14),14% (2/14),46% (13/28),[],[],[],[],[],1.70
23.07.2024,Guillen Meza A.,2,6,7^7,,,,0,3,77%,63% (34/54),63% (10/16),67% (4/6),51% (20/39),50% (13/26),44% (4/9),63% (44/70),51% (33/65),57% (77/135),8,0,80% (8/10),40% (4/10),60% (12/20),[],[],[],[],[],2.20
23.07.2024,Jacquet K.,0,2,6^2,,,,3,1,60%,49% (19/39),50% (13/26),56% (5/9),37% (20/54),38% (6/16),33% (2/6),49% (32/65),37% (26/70),43% (58/135),2,0,60% (6/10),20% (2/10),40% (8/20),[],[],[],[],[],1.64
CHALLENGER MEN - SINGLES :  Amersfoort (Netherlands),clay,header
19.07.2024,Guillen Meza A.,0,3,1,,,,0,0,72%,55% (21/38),33% (5/15),33% (2/6),20% (6/30),31% (4/13),0% (0/0),49% (26/53),23% (10/43),38% (36/96),2,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.83
19.07.2024,Rincon D.,2,6,6,,,,6,0,70%,80% (24/30),69% (9/13),0% (0/0),45% (17/38),67% (10/15),67% (4/6),77% (33/43),51% (27/53),63% (60/96),8,0,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],1.88
18.07.2024,Guillen Meza A.,2,4,6,6,,,1,0,67%,67% (35/52),42% (11/26),69% (9/13),43% (18/42),56% (14/25),58% (7/12),58% (52/90),51% (36/71),55% (88/161),7,0,69% (9/13),54% (7/13),62% (16/26),[],[],[],[],[],2.68
18.07.2024,Cerundolo J. M.,1,6,0,4,,,0,2,63%,57% (24/42),44% (11/25),42% (5/12),33% (17/52),58% (15/26),31% (4/13),49% (35/71),42% (38/90),45% (73/161),3,0,46% (6/13),31% (4/13),38% (10/26),[],[],[],[],[],1.48
16.07.2024,Guillen Meza A.,2,6,6,,,,1,1,82%,90% (28/31),57% (4/7),0% (0/0),42% (19/45),62% (13/21),50% (4/8),84% (32/38),48% (32/66),62% (64/104),6,0,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],1.70
16.07.2024,Agamenone F.,0,2,2,,,,0,3,68%,58% (26/45),38% (8/21),50% (4/8),10% (3/31),43% (3/7),0% (0/0),52% (34/66),16% (6/38),38% (40/104),4,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.07
ITF MEN - SINGLES :  M25 Kassel (Germany),clay,header
CHALLENGER MEN - SINGLES :  Troyes (France),clay,header
03.07.2024,Guillen Meza A.,1,6,2,3,,,2,4,56%,74% (29/39),45% (14/31),29% (2/7),23% (11/48),56% (19/34),75% (3/4),61% (43/70),37% (30/82),48% (73/152),3,0,62% (8/13),21% (3/14),41% (11/27),[],[],[],[],[],1.51
03.07.2024,Alvarez Varona N.,2,4,6,6,,,2,10,59%,77% (37/48),44% (15/34),25% (1/4),26% (10/39),55% (17/31),71% (5/7),63% (52/82),39% (27/70),52% (79/152),7,0,79% (11/14),38% (5/13),59% (16/27),[],[],[],[],[],2.47
CHALLENGER MEN - SINGLES :  Ibague (Colombia),clay,header
30.06.2024,Guillen Meza A.,2,6,6,,,,3,5,74%,85% (29/34),42% (5/12),100% (1/1),42% (14/33),63% (15/24),80% (4/5),74% (34/46),51% (29/57),61% (63/103),8,0,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],1.81
30.06.2024,Mena F.,0,0,4,,,,1,3,58%,58% (19/33),38% (9/24),20% (1/5),15% (5/34),58% (7/12),0% (0/1),49% (28/57),26% (12/46),39% (40/103),2,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.93
29.06.2024,Guillen Meza A.,2,6,6,,,,1,5,57%,64% (21/33),40% (10/25),50% (3/6),63% (19/30),58% (15/26),78% (7/9),53% (31/58),61% (34/56),57% (65/114),6,0,63% (5/8),78% (7/9),71% (12/17),[],[],[],[],[],2.11
29.06.2024,Mejia N.,0,3,2,,,,0,3,54%,37% (11/30),42% (11/26),22% (2/9),36% (12/33),60% (15/25),50% (3/6),39% (22/56),47% (27/58),43% (49/114),4,0,22% (2/9),38% (3/8),29% (5/17),[],[],[],[],[],1.67
28.06.2024,Guillen Meza A.,2,6,6,,,,1,6,70%,78% (25/32),36% (5/14),60% (3/5),52% (16/31),63% (19/30),46% (6/13),65% (30/46),57% (35/61),61% (65/107),5,0,75% (6/8),75% (6/8),75% (12/16),[],[],[],[],[],1.34
28.06.2024,Aboian V.,0,1,3,,,,0,2,51%,48% (15/31),37% (11/30),54% (7/13),22% (7/32),64% (9/14),40% (2/5),43% (26/61),35% (16/46),39% (42/107),5,1,25% (2/8),25% (2/8),25% (4/16),[],[],[],[],[],3.08
27.06.2024,Guillen Meza A.,2,6,6,,,,1,1,83%,80% (24/30),67% (4/6),0% (0/0),52% (12/23),73% (11/15),83% (5/6),78% (28/36),61% (23/38),69% (51/74),8,0,100% (7/7),71% (5/7),86% (12/14),[],[],[],[],[],1.16
27.06.2024,Schachter N.,0,0,2,,,,1,3,61%,48% (11/23),27% (4/15),17% (1/6),20% (6/30),33% (2/6),0% (0/0),39% (15/38),22% (8/36),31% (23/74),2,0,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],4.84
26.06.2024,Guillen Meza A.,2,6,6,,,,1,1,55%,82% (14/17),71% (10/14),0% (0/0),68% (17/25),63% (12/19),75% (6/8),77% (24/31),66% (29/44),71% (53/75),7,0,100% (6/6),86% (6/7),92% (12/13),[],[],[],[],[],1.05
