Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,9/10,2/4,5/5,0/1,-,2/0
2024,5/5,1/2,4/3,-,-,-
2023,4/4,1/2,1/1,0/1,-,2/0
2022,0/1,-,0/1,-,-,-
