Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,48/81,42/68,6/13,-,-,-
2024,4/11,4/8,0/3,-,-,-
2023,7/27,7/25,0/2,-,-,-
2022,29/30,26/27,3/3,-,-,-
2021,6/11,3/6,3/5,-,-,-
2019,0/1,0/1,-,-,-,-
2018,2/1,2/1,-,-,-,-
