Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,145/114,51/47,74/58,7/6,-,13/3
2024,31/27,2/9,26/16,3/2,-,-
2023,54/36,20/13,20/18,4/4,-,10/1
2022,26/17,3/2,20/13,-,-,3/2
2021,14/8,7/3,7/5,-,-,-
2020,0/1,0/1,-,-,-,-
2019,11/12,11/9,0/3,-,-,-
2018,8/11,7/8,1/3,-,-,-
2017,1/2,1/2,-,-,-,-
