Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,61/46,14/10,43/30,4/6,-,-
2024,18/15,-,16/13,2/2,-,-
2023,26/13,3/3,23/10,-,-,-
2022,3/8,1/3,0/2,2/3,-,-
2021,14/10,10/4,4/5,0/1,-,-
