Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,332/300,311/281,15/14,0/3,1/1,5/1
2023,20/26,15/25,-,-,-,5/1
2022,32/35,32/32,0/2,0/1,-,-
2021,33/33,32/32,-,-,1/1,-
2020,14/12,13/10,1/2,-,-,-
2019,28/27,28/27,-,-,-,-
2018,44/35,44/33,0/1,0/1,-,-
2017,44/32,40/31,4/1,-,-,-
2016,39/27,38/26,1/1,-,-,-
2015,36/22,29/19,7/3,-,-,-
2014,21/24,21/23,0/1,-,-,-
2013,14/18,13/16,1/1,0/1,-,-
2012,7/9,6/7,1/2,-,-,-
