Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,117/125,51/62,66/62,-,-,0/1
2024,18/21,4/10,14/10,-,-,0/1
2023,29/25,5/6,24/19,-,-,-
2022,33/30,12/15,21/15,-,-,-
2021,21/24,16/14,5/10,-,-,-
2020,8/13,6/5,2/8,-,-,-
2019,4/4,4/4,-,-,-,-
2018,2/5,2/5,-,-,-,-
2017,2/3,2/3,-,-,-,-
