Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,359/205,86/57,158/91,87/38,25/17,3/2
2024,26/28,5/7,15/15,0/2,6/4,-
2023,57/20,14/4,12/6,24/6,5/3,2/1
2022,19/21,2/4,0/9,15/4,2/4,-
2021,39/26,8/6,19/12,7/6,5/2,-
2020,14/16,1/6,11/7,1/2,-,1/1
2019,48/25,12/5,21/12,8/4,7/4,-
2018,70/20,23/6,41/11,6/3,-,-
2017,10/7,1/1,1/2,8/4,-,-
2016,32/18,4/4,23/9,5/5,-,-
2015,35/13,9/7,13/4,13/2,-,-
2014,1/4,0/3,1/1,-,-,-
2013,8/7,7/4,1/3,-,-,-
