Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,196/121,35/27,151/78,8/12,2/4,-
2024,30/26,5/5,22/15,1/2,2/4,-
2023,55/30,26/15,26/10,3/5,-,-
2022,78/30,3/3,71/23,4/4,-,-
2021,23/22,0/2,23/19,0/1,-,-
2020,7/10,-,7/10,-,-,-
2019,2/1,-,2/1,-,-,-
2018,1/1,1/1,-,-,-,-
2017,0/1,0/1,-,-,-,-
