Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,222/108,138/67,65/32,12/5,5/3,2/1
2024,47/20,21/9,15/8,9/1,2/2,-
2023,37/27,27/18,4/4,3/4,3/1,-
2022,68/27,39/17,27/9,-,-,2/1
2021,45/20,38/15,7/5,-,-,-
2020,18/9,13/6,5/3,-,-,-
2019,7/4,0/1,7/3,-,-,-
2018,0/1,0/1,-,-,-,-
