Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,55/45,13/15,35/23,7/7,-,-
2024,9/8,-,9/8,-,-,-
2023,29/16,2/2,21/12,6/2,-,-
2022,10/9,5/6,5/3,-,-,-
2021,6/10,6/6,-,0/4,-,-
2020,1/2,0/1,-,1/1,-,-
