Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,120/93,114/84,6/9,-,-,-
2024,16/24,16/24,-,-,-,-
2023,46/29,46/29,-,-,-,-
2022,43/26,38/20,5/6,-,-,-
2021,15/14,14/11,1/3,-,-,-
