Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,120/94,55/52,51/29,14/13,-,-
2023,9/8,3/4,6/3,0/1,-,-
2022,42/25,27/15,7/5,8/5,-,-
2021,14/17,3/7,11/7,0/3,-,-
2020,3/7,0/3,2/3,1/1,-,-
2019,24/15,7/9,12/3,5/3,-,-
2018,23/16,10/8,13/8,-,-,-
2017,4/4,4/4,-,-,-,-
2016,1/2,1/2,-,-,-,-
