Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,85/48,0/2,50/25,10/11,-,25/10
2024,16/8,0/1,7/6,3/1,-,6/0
2023,43/19,0/1,36/12,0/4,-,7/2
2022,18/13,-,3/2,3/3,-,12/8
2021,8/8,-,4/5,4/3,-,-
