Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,117/65,9/6,104/55,4/4,-,-
2024,18/15,-,17/14,1/1,-,-
2023,52/22,2/1,50/21,-,-,-
2022,37/16,4/2,32/13,1/1,-,-
2021,6/8,3/3,1/3,2/2,-,-
2020,4/4,-,4/4,-,-,-
