Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,220/98,51/16,119/47,32/19,18/16,-
2024,44/23,0/2,26/12,9/4,9/5,-
2023,24/13,-,19/9,4/3,1/1,-
2022,33/26,10/4,7/9,13/8,3/5,-
2021,51/13,3/3,48/10,-,-,-
2020,8/4,4/2,-,4/2,-,-
2019,24/12,-,19/7,-,5/5,-
2018,22/2,22/2,-,-,-,-
2017,12/3,12/3,-,-,-,-
2016,2/2,-,-,2/2,-,-
