Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,117/91,29/27,13/12,59/36,14/12,2/4
2024,5/11,1/4,3/3,-,1/4,-
2023,37/25,8/5,8/3,15/12,6/3,0/2
2022,38/27,9/8,2/5,22/10,5/3,0/1
2021,27/19,6/7,0/1,18/9,2/2,1/0
2020,7/6,3/2,-,3/3,-,1/1
2019,1/2,-,-,1/2,-,-
2018,2/1,2/1,-,-,-,-
