Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,34/29,21/25,12/3,1/1,-,-
2024,26/11,14/8,12/3,-,-,-
2019,0/2,0/2,-,-,-,-
2018,6/7,6/7,-,-,-,-
2017,2/7,1/6,-,1/1,-,-
2016,0/2,0/2,-,-,-,-
