Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,102/109,34/32,46/57,20/18,2/2,-
2024,8/6,8/4,0/2,-,-,-
2023,18/14,10/6,6/7,2/1,-,-
2022,7/3,-,7/3,-,-,-
2021,4/6,-,-,4/6,-,-
2020,0/1,-,-,0/1,-,-
2019,7/14,-,5/10,2/4,-,-
2018,18/22,2/5,9/15,7/2,-,-
2017,21/20,10/11,8/7,3/2,-,-
2016,5/7,1/3,4/3,-,0/1,-
2015,2/1,-,-,-,2/1,-
2014,0/3,-,0/3,-,-,-
2013,5/3,-,5/3,-,-,-
2012,1/2,-,1/2,-,-,-
2011,2/2,-,-,2/2,-,-
2010,4/4,3/3,1/1,-,-,-
2009,0/1,-,0/1,-,-,-
