Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,50/42,17/13,24/21,3/7,0/1,6/0
2024,16/7,6/2,10/4,0/1,-,-
2023,16/17,11/8,4/7,1/2,-,-
2022,15/10,0/3,7/3,2/4,-,6/0
2021,3/8,-,3/7,-,0/1,-
