Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,15/11,13/9,2/2,-,-,-
2024,7/4,7/4,-,-,-,-
2023,8/6,6/4,2/2,-,-,-
2022,0/1,0/1,-,-,-,-
