Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,48/33,28/16,14/12,6/5,-,-
2024,1/6,0/5,-,1/1,-,-
2023,26/11,18/5,6/4,2/2,-,-
2022,14/8,5/0,6/6,3/2,-,-
2021,7/6,5/4,2/2,-,-,-
2020,0/2,0/2,-,-,-,-
