Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

ATP - SINGLES :  US Open (USA),hard,header
31.08.2024,Djokovic N.,1,4,4,6,4,,16,14,58%,71% (54/76),46% (25/54),58% (7/12),26% (19/74),55% (29/53),25% (4/16),40,49,48% (19/40),8,61% (79/130),38% (48/127),49% (127/257),4,74% (14/19),21% (4/19),47% (18/38),4131,[],[],"['2', '0', '4', '2', '6', '2']","['3', '5']",[],1.12
31.08.2024,Popyrin A.,3,6,6,2,6,,15,6,58%,74% (55/74),45% (24/53),75% (12/16),29% (22/76),54% (29/54),42% (5/12),50,50,69% (25/36),11,62% (79/127),39% (51/130),51% (130/257),4,79% (15/19),26% (5/19),53% (20/38),3912,"['5', '4']","['3', '2']","['2', '3']","['3', '2', '5', '2']",[],6.43
29.08.2024,Djokovic N.,2,6,6,2,,,3,8,47%,79% (33/42),49% (23/47),88% (7/8),35% (15/43),63% (19/30),40% (4/10),18,26,81% (13/16),11,63% (56/89),47% (34/73),56% (90/162),6,91% (10/11),36% (4/11),64% (14/22),2871,"['6', '4']","['4', '4', '6', '4']","['2', '0']",[],[],1.01
29.08.2024,Djere L.,0,4,4,0,,,11,1,59%,65% (28/43),37% (11/30),60% (6/10),21% (9/42),51% (24/47),13% (1/8),30,40,67% (8/12),8,53% (39/73),37% (33/89),44% (72/162),3,64% (7/11),9% (1/11),36% (8/22),2681,[],"['2', '1']",[],[],[],18.00
27.08.2024,Djokovic N.,3,6,6,6,,,8,10,47%,74% (29/39),57% (25/44),67% (2/3),42% (28/67),62% (16/26),38% (6/16),23,40,61% (14/23),7,65% (54/83),47% (44/93),56% (98/176),5,92% (12/13),46% (6/13),69% (18/26),"['3', '2', '5', '2']","['2', '1', '3', '2', '5', '2']","['4', '3']",[],[],0
27.08.2024,Albot R.,0,2,2,4,,,2,3,72%,58% (39/67),38% (10/26),63% (10/16),26% (10/39),43% (19/44),33% (1/3),15,45,50% (10/20),5,53% (49/93),35% (29/83),44% (78/176),1,54% (7/13),8% (1/13),31% (8/26),[],"['2', '2']",[],[],[],0
ATP - SINGLES :  Olympic Games (World),clay,header
04.08.2024,Djokovic N.,2,7^7,7^7,,,,1,2,74%,78% (54/69),50% (12/24),100% (8/8),28% (18/65),52% (17/33),0% (0/6),17,25,67% (24/36),7,71% (66/93),36% (35/98),53% (101/191),2,100% (12/12),0% (0/12),50% (12/24),[],[],[],[],[],3.22
04.08.2024,Alcaraz C.,0,6^3,6^2,,,,1,1,66%,72% (47/65),48% (16/33),100% (6/6),22% (15/69),50% (12/24),0% (0/8),34,33,63% (15/24),6,64% (63/98),29% (27/93),47% (90/191),1,100% (12/12),0% (0/12),50% (12/24),[],[],[],[],[],1.36
02.08.2024,Djokovic N.,2,6,6,,,,3,1,65%,64% (23/36),63% (12/19),50% (2/4),42% (16/38),63% (17/27),38% (5/13),12,23,62% (16/26),9,64% (35/55),51% (33/65),57% (68/120),5,78% (7/9),56% (5/9),67% (12/18),"['6', '4']","['1', '1', '2', '2', '4', '2', '6', '2']",[],[],[],1.41
02.08.2024,Musetti L.,0,4,2,,,,0,2,58%,58% (22/38),37% (10/27),62% (8/13),36% (13/36),37% (7/19),50% (2/4),12,27,64% (7/11),4,49% (32/65),36% (20/55),43% (52/120),1,44% (4/9),22% (2/9),33% (6/18),[],"['1', '0', '2', '1']",[],[],[],2.95
01.08.2024,Djokovic N.,2,6,7^7,,,,6,1,71%,65% (37/57),57% (13/23),67% (4/6),38% (18/47),58% (14/24),50% (3/6),24,25,59% (10/17),6,63% (50/80),45% (32/71),54% (82/151),3,82% (9/11),30% (3/10),57% (12/21),"['3', '1']","['1', '4', '4', '5']",[],[],[],1.30
01.08.2024,Tsitsipas S.,0,3,6^3,,,,3,3,66%,62% (29/47),42% (10/24),50% (3/6),35% (20/57),43% (10/23),33% (2/6),20,26,53% (10/19),4,55% (39/71),38% (30/80),46% (69/151),4,70% (7/10),18% (2/11),43% (9/21),[],"['2', '0', '4', '0']",[],[],[],3.61
31.07.2024,Djokovic N.,2,7,6,,,,5,0,64%,86% (31/36),55% (11/20),50% (1/2),31% (12/39),60% (12/20),75% (3/4),19,15,93% (13/14),8,75% (42/56),41% (24/59),57% (66/115),5,91% (10/11),30% (3/10),62% (13/21),"['3', '1', '7', '5']","['2', '0']",[],[],[],1.03
31.07.2024,Koepfer D.,0,5,3,,,,7,2,66%,69% (27/39),40% (8/20),25% (1/4),14% (5/36),45% (9/20),50% (1/2),19,23,54% (7/13),5,59% (35/59),25% (14/56),43% (49/115),2,70% (7/10),9% (1/11),38% (8/21),"['2', '3']",[],[],[],[],12.90
29.07.2024,Djokovic N.,2,6,6,,,,5,1,62%,79% (23/29),56% (10/18),33% (1/3),45% (19/42),64% (9/14),42% (5/12),21,17,58% (7/12),8,68% (32/47),52% (30/58),60% (63/105),5,78% (7/9),63% (5/8),71% (12/17),"['2', '0', '4', '0']","['1', '0', '3', '0', '5', '4']",[],[],[],1.15
29.07.2024,Nadal R.,0,1,4,,,,1,2,75%,55% (23/42),36% (5/14),58% (7/12),21% (6/29),44% (8/18),67% (2/3),10,20,67% (4/6),4,48% (28/58),32% (15/47),41% (43/105),4,38% (3/8),22% (2/9),29% (5/17),[],"['2', '4', '4', '4']",[],[],[],5.55
27.07.2024,Djokovic N.,2,6,6,,,,4,0,60%,83% (15/18),83% (10/12),0% (0/0),58% (15/26),71% (12/17),67% (6/9),16,10,74% (14/19),13,83% (25/30),63% (27/43),71% (52/73),10,100% (6/6),86% (6/7),92% (12/13),"['1', '0', '3', '0', '5', '0']","['1', '0', '3', '0', '6', '1']",[],[],[],0
27.07.2024,Ebden M.,0,0,1,,,,1,4,60%,42% (11/26),29% (5/17),33% (3/9),17% (3/18),17% (2/12),0% (0/0),6,15,35% (6/17),4,37% (16/43),17% (5/30),29% (21/73),1,14% (1/7),0% (0/6),8% (1/13),[],[],[],[],[],0
ATP - SINGLES :  Wimbledon (United Kingdom),grass,header
14.07.2024,Djokovic N.,0,2,2,6^4,,,8,4,70%,66% (47/71),40% (12/30),64% (9/14),16% (9/56),49% (19/39),33% (1/3),26,25,51% (27/53),7,58% (59/101),29% (28/95),44% (87/196),2,64% (9/14),7% (1/14),36% (10/28),2624,[],[],"['5', '5']",[],[],2.12
14.07.2024,Alcaraz C.,3,6,6,7^7,,,5,6,59%,84% (47/56),51% (20/39),67% (2/3),34% (24/71),60% (18/30),36% (5/14),42,24,73% (16/22),6,71% (67/95),42% (42/101),56% (109/196),3,93% (13/14),36% (5/14),64% (18/28),2766,"['1', '0', '4', '1']","['1', '0', '5', '2']","['5', '4']",[],[],1.74
12.07.2024,Djokovic N.,3,6,7^7,6,,,6,4,67%,75% (52/69),44% (15/34),50% (2/4),39% (32/82),59% (17/29),31% (4/13),34,31,77% (43/56),7,65% (67/103),44% (49/111),54% (116/214),3,88% (14/16),25% (4/16),56% (18/32),4295,"['4', '2', '6', '4']","['3', '3']","['1', '0']",[],[],1.13
12.07.2024,Musetti L.,0,4,6^2,4,,,2,1,74%,61% (50/82),41% (12/29),69% (9/13),25% (17/69),56% (19/34),50% (2/4),34,22,61% (14/23),7,56% (62/111),35% (36/103),46% (98/214),2,75% (12/16),13% (2/16),44% (14/32),4350,"['4', '5']","['1', '0']",[],[],[],6.17
08.07.2024,Djokovic N.,3,6,6,6,,,5,2,64%,75% (38/51),72% (21/29),100% (2/2),30% (13/43),51% (19/37),29% (4/14),20,22,78% (29/37),12,74% (59/80),40% (32/80),57% (91/160),3,100% (14/14),31% (4/13),67% (18/27),2429,"['2', '0']","['4', '3']","['1', '0', '5', '2']",[],[],1.36
