Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,87/65,69/39,10/16,6/8,-,2/2
2024,13/6,11/4,2/2,-,-,-
2022,5/7,3/4,2/3,-,-,-
2021,11/4,11/3,0/1,-,-,-
2020,0/1,-,0/1,-,-,-
2019,16/10,16/10,-,-,-,-
2018,15/20,8/7,6/9,0/2,-,1/2
2017,11/5,10/5,-,-,-,1/0
2016,14/6,10/4,-,4/2,-,-
2015,1/3,0/1,-,1/2,-,-
2014,1/3,0/1,-,1/2,-,-
