Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
05.08.,Ghazouani Durand Y.,2,,,,,,"['5', '5', '7', '5']","['1', '1', '3', '1', '4', '2', '6', '2']",[],[],[],1.01
05.08.,Perez I.,0,,,,,,"['3', '2']","['1', '0', '2', '3']",[],[],[],10.70
20.07.,Soriano Barrera A.,2,,,,,,8,2,69%,84% (47/56),44% (11/25),75% (3/4),44% (22/50),40% (17/42),45% (5/11),29,24,69% (18/26),72% (58/81),42% (38/91),56% (96/172),6,0,93% (13/14),36% (5/14),64% (18/28),"['4', '2', '6', '2']","['4', '4']","['1', '0', '4', '1']",[],[],1.02
20.07.,Perez I.,1,,,,,,2,7,54%,56% (28/50),60% (25/42),55% (6/11),16% (9/56),56% (14/25),25% (1/4),30,35,89% (8/9),58% (53/91),28% (23/81),44% (76/172),4,0,64% (9/14),7% (1/14),36% (10/28),[],"['4', '3']",[],[],[],10.70
22.04.,Wallin O.,2,,,,,,"['6', '5']","['1', '0', '3', '0', '5', '0']",[],[],[],1.08
22.04.,Perez I.,0,,,,,,[],[],[],[],[],6.35
09.10.2024,Perez I.,0,,,,,,"['1', '1', '2', '2']",[],[],[],[],9.30
09.10.2024,Pedrico Kravtsov A.,0,,,,,,"['1', '0', '2', '1', '3', '2']",[],[],[],[],1.03
21.07.2024,Parker S.,2,,,,,,1,5,66%,57% (33/58),47% (14/30),57% (8/14),40% (23/57),67% (24/36),44% (7/16),53% (47/88),51% (47/93),52% (94/181),7,0,54% (7/13),54% (7/13),54% (14/26),"['2', '0']","['1', '1', '5', '3']","['1', '0', '3', '0', '4', '3', '6', '3']",[],[],1.04
21.07.2024,Perez I.,1,,,,,,1,7,61%,60% (34/57),33% (12/36),56% (9/16),43% (25/58),53% (16/30),43% (6/14),49% (46/93),47% (41/88),48% (87/181),3,1,46% (6/13),46% (6/13),46% (12/26),"['1', '2', '3', '2', '5', '2']","['1', '0']","['1', '3', '3', '3']",[],[],9.35
25.06.2024,Poullain L.,2,,,,,,"['3', '2', '5', '2']","['1', '0', '3', '0', '4', '1']",[],[],[],-
25.06.2024,Perez I.,0,,,,,,[],"['1', '3', '3', '5']",[],[],[],13.10
23.04.2024,Sorensen L.,2,,,,,,"['2', '0']","['3', '3', '4', '4', '6', '4']","['3', '1']",[],[],1.11
23.04.2024,Perez I.,1,,,,,,"['2', '3', '5', '4']","['3', '2', '4', '3']",[],[],[],5.94
18.04.2024,Klizan M.,2,,,,,,"['2', '2', '4', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],1.04
18.04.2024,Perez I.,0,,,,,,"['2', '1']",[],[],[],[],9.00
16.04.2024,Perez I.,2,,,,,,"['1', '2']","['2', '0', '4', '0', '6', '4']","['1', '1', '3', '1', '5', '3', '6', '4']",[],[],4.41
16.04.2024,Oliver Moratalla V.,1,,,,,,"['2', '0', '3', '1']","['1', '4', '3', '4']","['1', '0', '2', '3', '4', '5']",[],[],1.19
10.04.2024,Bonsach G. K.,2,,,,,,"['2', '2', '4', '2', '6', '2']","['1', '1', '3', '1', '5', '1']",[],[],[],1.02
10.04.2024,Perez I.,0,,,,,,"['1', '0']","['1', '0']",[],[],[],11.00
22.11.2023,Naw H.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0']",[],[],[],1.03
22.11.2023,Perez I.,0,,,,,,[],[],[],[],[],10.00
30.08.2023,Revelli G.,2,,,,,,"['2', '0', '5', '1', '6', '2']","['2', '0', '4', '0']",[],[],[],1.08
30.08.2023,Perez I.,0,,,,,,"['2', '5']",[],[],[],[],7.20
23.07.2023,Potenza L.,2,,,,,,7,1,73%,65% (35/54),55% (11/20),83% (5/6),26% (9/34),71% (20/28),36% (4/11),62% (46/74),47% (29/62),55% (75/136),89% (8/9),44% (4/9),67% (12/18),"['2', '1', '6', '3']","['3', '1', '5', '3']",[],[],[],1.01
23.07.2023,Perez I.,0,,,,,,0,4,55%,74% (25/34),29% (8/28),64% (7/11),35% (19/54),45% (9/20),17% (1/6),53% (33/62),38% (28/74),45% (61/136),56% (5/9),11% (1/9),33% (6/18),[],"['3', '4']",[],[],[],13.00
04.07.2023,Masjuan Ginel P.,2,,,,,,"['1', '0', '4', '1', '5', '2']","['1', '0', '2', '1', '4', '1', '6', '1']",[],[],[],-
04.07.2023,Perez I.,0,,,,,,"['2', '4', '3', '5']","['1', '1']",[],[],[],-
25.04.2023,De Rueda De Genover I.,2,,,,,,"['2', '2', '5', '3']","['2', '1', '4', '1', '6', '1']",[],[],[],-
25.04.2023,Perez I.,0,,,,,,"['2', '1']",[],[],[],[],-
