Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,162/99,40/38,94/39,18/15,10/7,-
2024,18/18,0/2,16/11,1/1,1/4,-
2023,55/29,11/9,31/13,4/4,9/3,-
2022,22/14,4/7,14/3,4/4,-,-
2021,45/19,22/11,16/4,7/4,-,-
2020,17/14,3/6,12/6,2/2,-,-
2019,5/5,0/3,5/2,-,-,-
