Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,28/39,26/34,2/5,-,-,-
2024,18/19,18/19,-,-,-,-
2023,8/17,6/12,2/5,-,-,-
2022,2/2,2/2,-,-,-,-
2021,0/1,0/1,-,-,-,-
