Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,78/43,74/36,3/4,1/3,-,-
2024,32/18,30/15,1/2,1/1,-,-
2023,28/16,26/13,2/2,0/1,-,-
2022,16/6,16/5,-,0/1,-,-
2021,2/3,2/3,-,-,-,-
