Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,75/66,-,75/61,0/4,-,0/1
2024,23/18,-,23/17,-,-,0/1
2023,27/20,-,27/16,0/4,-,-
2022,24/22,-,24/22,-,-,-
2021,1/4,-,1/4,-,-,-
2020,0/1,-,0/1,-,-,-
2019,0/1,-,0/1,-,-,-
