Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,47/47,13/17,20/17,1/4,-,13/9
2024,5/5,-,4/2,-,-,1/3
2023,25/15,9/4,3/3,1/2,-,12/6
2021,6/2,-,6/2,-,-,-
2018,2/11,1/6,1/3,0/2,-,-
2017,9/14,3/7,6/7,-,-,-
