Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,189/93,59/31,116/51,8/8,-,6/3
2024,31/19,5/5,24/12,1/1,-,1/1
2023,48/27,11/7,33/14,4/4,-,0/2
2022,34/13,13/6,18/4,3/3,-,-
2021,23/8,7/2,12/6,-,-,4/0
2020,0/1,-,0/1,-,-,-
2019,11/4,8/2,3/2,-,-,-
2018,12/7,10/5,2/2,-,-,-
2017,20/10,5/3,14/7,-,-,1/0
2016,7/3,0/1,7/2,-,-,-
2015,3/1,-,3/1,-,-,-
