Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,34/37,12/10,22/24,-,-,0/3
2024,19/17,3/4,16/13,-,-,-
2023,14/16,8/5,6/8,-,-,0/3
2019,1/3,1/1,0/2,-,-,-
2018,0/1,-,0/1,-,-,-
