08.08. 05:05,Bu Y.,2,6,6,,,,4,2,59%,76% (25/33),61% (14/23),75% (3/4),27% (6/22),68% (19/28),36% (4/11),6,70% (39/56),50% (25/50),60% (64/106),5,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '5', '3']","['1', '0', '4', '1']",[],[],[],1.31
08.08. 05:05,Zhukayev B.,0,3,2,,,,5,6,44%,73% (16/22),32% (9/28),64% (7/11),24% (8/33),39% (9/23),25% (1/4),7,50% (25/50),30% (17/56),40% (42/106),2,50% (4/8),11% (1/9),29% (5/17),"['1', '2']",[],[],[],[],3.31
06.08. 21:40,Bu Y.,2,6,6,,,,3,2,60%,62% (32/52),51% (18/35),87% (13/15),47% (16/34),61% (19/31),36% (5/14),8,57% (50/87),54% (35/65),56% (85/152),6,78% (7/9),56% (5/9),67% (12/18),"['3', '4', '5', '4']","['1', '0', '3', '2', '5', '2']",[],[],[],0
06.08. 21:40,Mochizuki S.,0,4,2,,,,0,4,52%,53% (18/34),39% (12/31),64% (9/14),38% (20/52),49% (17/35),13% (2/15),6,46% (30/65),43% (37/87),44% (67/152),3,44% (4/9),22% (2/9),33% (6/18),"['3', '1']","['1', '1']",[],[],[],0
CHALLENGER MEN - SINGLES :  Chicago (USA),hard,header
28.07. 22:40,Bu Y.,0,3,6^3,,,,4,2,63%,67% (31/46),59% (16/27),0% (0/1),12% (5/43),25% (4/16),0% (0/1),5,64% (47/73),15% (9/59),42% (56/132),1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],1.99
28.07. 22:40,Diallo G.,2,6,7^7,,,,17,0,73%,88% (38/43),75% (12/16),100% (1/1),33% (15/46),41% (11/27),100% (1/1),6,85% (50/59),36% (26/73),58% (76/132),3,100% (11/11),10% (1/10),57% (12/21),"['3', '1']",[],[],[],[],1.76
28.07. 02:25,Bu Y.,2,6,7,,,,5,0,50%,69% (24/35),66% (23/35),0% (0/1),32% (12/38),53% (17/32),33% (3/9),6,67% (47/70),41% (29/70),54% (76/140),3,91% (10/11),27% (3/11),59% (13/22),"['1', '0', '5', '4']","['6', '5']",[],[],[],1.98
28.07. 02:25,Tien L.,0,4,5,,,,0,3,54%,68% (26/38),47% (15/32),67% (6/9),31% (11/35),34% (12/35),100% (1/1),6,59% (41/70),33% (23/70),46% (64/140),3,73% (8/11),9% (1/11),41% (9/22),"['2', '2']",[],[],[],[],1.75
27.07. 02:40,Bu Y.,2,6,6^9,6,,,12,3,57%,74% (42/57),58% (25/43),67% (2/3),32% (18/56),59% (24/41),45% (5/11),9,67% (67/100),43% (42/97),55% (109/197),5,93% (13/14),38% (5/13),67% (18/27),"['2', '1', '4', '1']","['2', '3']","['2', '0', '4', '0']",[],[],1.50
27.07. 02:40,Grenier H.,1,2,7^11,1,,,10,7,58%,68% (38/56),41% (17/41),55% (6/11),26% (15/57),42% (18/43),33% (1/3),5,57% (55/97),33% (33/100),45% (88/197),2,62% (8/13),7% (1/14),33% (9/27),[],"['3', '1']",[],[],[],2.47
26.07. 03:45,Bu Y.,2,6,6,,,,4,3,54%,81% (21/26),59% (13/22),67% (2/3),39% (9/23),55% (12/22),67% (4/6),9,71% (34/48),47% (21/45),59% (55/93),4,89% (8/9),44% (4/9),67% (12/18),"['4', '2']","['2', '1', '4', '1', '6', '3']",[],[],[],1.70
26.07. 03:45,Jubb P.,0,3,3,,,,2,4,51%,61% (14/23),45% (10/22),33% (2/6),19% (5/26),41% (9/22),33% (1/3),5,53% (24/45),29% (14/48),41% (38/93),2,56% (5/9),11% (1/9),33% (6/18),[],"['2', '4']",[],[],[],2.09
24.07. 03:55,Bu Y.,2,6,6,,,,6,2,60%,77% (27/35),65% (15/23),100% (2/2),36% (13/36),44% (14/32),40% (2/5),7,72% (42/58),40% (27/68),55% (69/126),3,100% (10/10),20% (2/10),60% (12/20),"['5', '4']","['2', '1']",[],[],[],1.38
24.07. 03:55,Zheng M.,0,4,4,,,,4,4,53%,64% (23/36),56% (18/32),60% (3/5),23% (8/35),35% (8/23),0% (0/2),5,60% (41/68),28% (16/58),45% (57/126),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],2.93
CHALLENGER MEN - SINGLES :  Granby (Canada),hard,header
22.07. 01:10,Bu Y.,2,6,6^7,6,,,7,1,61%,79% (50/63),49% (20/41),89% (8/9),25% (15/59),56% (28/50),29% (4/14),6,67% (70/104),39% (43/109),53% (113/213),3,93% (14/15),25% (4/16),58% (18/31),"['1', '0', '6', '3']",[],"['1', '0', '4', '3']",[],[],2.00
22.07. 01:10,Atmane T.,1,3,7^9,4,,,8,7,54%,75% (44/59),44% (22/50),71% (10/14),21% (13/63),51% (21/41),11% (1/9),6,61% (66/109),33% (34/104),47% (100/213),2,75% (12/16),7% (1/15),42% (13/31),[],[],"['3', '3']",[],[],1.75
20.07. 21:40,Bu Y.,2,6,6,,,,2,0,61%,71% (22/31),45% (9/20),75% (3/4),50% (12/24),71% (17/24),67% (6/9),7,61% (31/51),60% (29/48),61% (60/99),6,86% (6/7),75% (6/8),80% (12/15),"['1', '0', '3', '2', '5', '2']","['2', '1', '4', '1', '6', '1']",[],[],[],1.69
20.07. 21:40,Grenier H.,0,2,1,,,,1,4,50%,50% (12/24),29% (7/24),33% (3/9),29% (9/31),55% (11/20),25% (1/4),4,40% (19/48),39% (20/51),39% (39/99),2,25% (2/8),14% (1/7),20% (3/15),"['1', '1']",[],[],[],[],2.08
20.07. 01:20,Bu Y.,2,4,6,6,,,7,0,51%,67% (35/52),55% (27/49),77% (10/13),39% (23/59),56% (18/32),45% (5/11),9,61% (62/101),45% (41/91),54% (103/192),5,79% (11/14),36% (5/14),57% (16/28),[],"['2', '3', '5', '4']","['1', '0', '4', '1', '5', '2']",[],[],1.27
20.07. 01:20,Kuzuhara B.,1,6,4,2,,,3,6,65%,61% (36/59),44% (14/32),55% (6/11),33% (17/52),45% (22/49),23% (3/13),6,55% (50/91),39% (39/101),46% (89/192),5,64% (9/14),21% (3/14),43% (12/28),"['6', '4']","['2', '0']","['2', '4']",[],[],3.51
19.07. 03:40,Bu Y.,2,6,6,,,,9,0,57%,69% (24/35),58% (15/26),75% (3/4),58% (14/24),55% (11/20),56% (5/9),8,64% (39/61),57% (25/44),61% (64/105),8,88% (7/8),63% (5/8),75% (12/16),"['3', '3', '6', '4']","['2', '0', '4', '0', '6', '0']",[],[],[],1.44
19.07. 03:40,Sekulic P.,0,4,0,,,,2,1,55%,42% (10/24),45% (9/20),44% (4/9),31% (11/35),42% (11/26),25% (1/4),4,43% (19/44),36% (22/61),39% (41/105),2,38% (3/8),13% (1/8),25% (4/16),"['1', '0']",[],[],[],[],2.69
16.07. 19:40,Bu Y.,2,7^8,7,,,,12,8,56%,71% (35/49),59% (23/39),83% (5/6),19% (8/42),55% (22/40),29% (2/7),6,66% (58/88),37% (30/82),52% (88/170),3,92% (11/12),17% (2/12),54% (13/24),[],"['3', '1', '7', '5']",[],[],[],1.37
16.07. 19:40,Pacheco Mendez R.,0,6^6,5,,,,8,3,51%,81% (34/42),45% (18/40),71% (5/7),29% (14/49),41% (16/39),17% (1/6),8,63% (52/82),34% (30/88),48% (82/170),3,83% (10/12),8% (1/12),46% (11/24),[],"['3', '4']",[],[],[],2.97
CHALLENGER MEN - SINGLES :  Winnipeg (Canada),hard,header
13.07. 23:40,Bu Y.,1,6,6^6,0,,,6,3,52%,66% (29/44),50% (20/40),0% (0/4),28% (11/39),28% (9/32),100% (2/2),10,58% (49/84),28% (20/71),45% (69/155),3,71% (10/14),15% (2/13),44% (12/27),"['2', '0']","['3', '4']",[],[],[],2.45
13.07. 23:40,Bonzi B.,2,3,7^8,6,,,9,2,55%,72% (28/39),72% (23/32),0% (0/2),34% (15/44),50% (20/40),100% (4/4),13,72% (51/71),42% (35/84),55% (86/155),7,85% (11/13),29% (4/14),56% (15/27),[],"['2', '0']","['1', '0', '3', '0', '5', '0']",[],[],1.51
12.07. 23:40,Bu Y.,2,6^4,6,6,,,4,3,52%,67% (31/46),63% (27/43),50% (1/2),26% (12/47),64% (21/33),71% (5/7),11,66% (58/88),41% (33/80),54% (91/168),4,93% (13/14),36% (5/14),64% (18/28),"['5', '5']","['1', '0', '3', '0']","['1', '0', '4', '1']",[],[],1.70
12.07. 23:40,Holt B.,1,7^7,2,2,,,5,0,59%,74% (35/47),36% (12/33),29% (2/7),33% (15/46),37% (16/43),50% (1/2),9,59% (47/80),34% (30/88),46% (77/168),3,64% (9/14),7% (1/14),36% (10/28),"['4', '3']",[],[],[],[],2.07
12.07. 01:45,Bu Y.,2,3,6,6,,,1,3,61%,73% (35/48),55% (17/31),60% (3/5),42% (18/43),43% (15/35),44% (4/9),6,65% (51/78),42% (33/78),54% (84/156),7,85% (11/13),31% (4/13),58% (15/26),"['1', '0']","['4', '2', '6', '2']","['2', '0']",[],[],1.33
12.07. 01:45,Polmans M.,1,6,2,3,,,3,5,55%,58% (25/43),57% (20/35),56% (5/9),27% (13/48),45% (14/31),40% (2/5),6,58% (45/78),35% (27/78),46% (72/156),5,69% (9/13),15% (2/13),42% (11/26),"['2', '2', '4', '2']",[],[],[],[],3.19
10.07. 05:05,Bu Y.,2,3,7^7,6,,,5,3,56%,76% (39/51),55% (22/40),60% (3/5),20% (11/54),58% (29/50),30% (3/10),6,67% (61/91),38% (40/104),52% (101/195),3,86% (12/14),20% (3/15),52% (15/29),"['1', '0']",[],"['1', '0', '4', '1']",[],[],1.47
10.07. 05:05,Pospisil V.,1,6,6^2,2,,,16,12,52%,80% (43/54),42% (21/50),70% (7/10),24% (12/51),45% (18/40),40% (2/5),5,62% (64/104),33% (30/91),48% (94/195),3,80% (12/15),14% (2/14),48% (14/29),"['1', '1', '4', '2']",[],[],[],[],2.59
CHALLENGER MEN - SINGLES :  Bloomfield Hills (USA),hard,header
03.07. 20:40,Bu Y.,1,6,5,0,,,10,2,46%,67% (22/33),47% (18/38),29% (2/7),34% (22/64),62% (24/39),33% (4/12),7,56% (40/71),45% (46/103),49% (86/174),6,58% (7/12),33% (4/12),46% (11/24),"['1', '0', '3', '0', '5', '0']","['2', '1']",[],[],[],1.91
03.07. 20:40,Tien L.,2,0,7,6,,,6,6,62%,66% (42/64),38% (15/39),67% (8/12),33% (11/33),53% (20/38),71% (5/7),6,55% (57/103),44% (31/71),51% (88/174),8,67% (8/12),42% (5/12),54% (13/24),[],"['4', '4', '7', '5']","['2', '0', '4', '0', '6', '0']",[],[],1.83
02.07. 19:40,Bu Y.,2,6,6,,,,9,3,51%,81% (26/32),55% (17/31),67% (2/3),37% (15/41),54% (13/24),60% (3/5),9,68% (43/63),43% (28/65),55% (71/128),3,90% (9/10),30% (3/10),60% (12/20),"['1', '0', '2', '1']","['2', '1']",[],[],[],1.39
02.07. 19:40,Peniston R.,0,4,4,,,,2,2,63%,63% (26/41),46% (11/24),40% (2/5),19% (6/32),45% (14/31),33% (1/3),5,57% (37/65),32% (20/63),45% (57/128),1,70% (7/10),10% (1/10),40% (8/20),"['1', '1']",[],[],[],[],2.89
ATP - SINGLES :  Wimbledon (United Kingdom) - Qualification,grass,header
26.06. 15:40,Bu Y.,1,5,7^12,4,,,15,2,59%,67% (41/61),63% (27/43),40% (2/5),27% (19/70),41% (17/41),25% (1/4),40,28,57% (12/21),5,65% (68/104),32% (36/111),48% (104/215),3,82% (14/17),6% (1/17),44% (15/34),[],"['2', '1']",[],[],[],2.31
26.06. 15:40,Albot R.,2,7,6^10,6,,,11,5,63%,73% (51/70),59% (24/41),75% (3/4),33% (20/61),37% (16/43),60% (3/5),44,30,69% (24/35),7,68% (75/111),35% (36/104),52% (111/215),3,94% (16/17),18% (3/17),56% (19/34),"['7', '5']","['5', '5']","['2', '1']",[],[],1.62
24.06. 15:40,Bu Y.,2,6^5,7^7,6,,,5,1,66%,81% (48/59),71% (22/31),0% (0/0),26% (17/65),49% (21/43),29% (2/7),33,16,81% (21/26),9,78% (70/90),36% (39/109),55% (109/199),5,100% (16/16),13% (2/16),56% (18/32),[],[],"['1', '0', '3', '0']",[],[],2.79
24.06. 15:40,Atmane T.,1,7^7,6^5,2,,,9,2,60%,74% (48/65),51% (22/43),71% (5/7),19% (11/59),29% (9/31),0% (0/0),39,30,58% (11/19),5,64% (70/109),22% (20/90),45% (90/199),1,88% (14/16),0% (0/16),44% (14/32),[],[],[],[],[],1.44
CHALLENGER MEN - SINGLES :  Ilkley (United Kingdom) - Qualification,grass,header
15.06. 23:35,Bu Y.,0,4,4,,,,3,0,65%,56% (28/50),67% (18/27),88% (14/16),21% (8/38),21% (3/14),0% (0/0),5,60% (46/77),21% (11/52),44% (57/129),1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],2.35
15.06. 23:35,Martineau M.,2,6,6,,,,9,1,73%,79% (30/38),79% (11/14),0% (0/0),44% (22/50),33% (9/27),13% (2/16),8,79% (41/52),40% (31/77),56% (72/129),3,100% (10/10),20% (2/10),60% (12/20),"['4', '3']","['2', '1']",[],[],[],1.56
CHALLENGER MEN - SINGLES :  Nottingham (United Kingdom),grass,header
11.06. 15:40,Bu Y.,0,2,5,,,,5,3,57%,59% (24/41),45% (14/31),43% (3/7),22% (7/32),45% (9/20),100% (1/1),4,53% (38/72),31% (16/52),44% (54/124),2,60% (6/10),10% (1/10),35% (7/20),[],"['2', '3']",[],[],[],1.79
11.06. 15:40,Fearnley J.,2,6,7,,,,5,3,62%,78% (25/32),55% (11/20),0% (0/1),41% (17/41),55% (17/31),57% (4/7),7,69% (36/52),47% (34/72),56% (70/124),3,90% (9/10),40% (4/10),65% (13/20),"['2', '0', '6', '2']","['3', '1', '7', '5']",[],[],[],1.95
ATP - SINGLES :  French Open (France) - Qualification,clay,header
22.05. 15:45,Bu Y.,0,5,3,,,,1,0,61%,60% (24/40),65% (17/26),67% (4/6),18% (5/28),27% (8/30),0% (0/3),18,18,43% (6/14),4,62% (41/66),22% (13/58),44% (54/124),1,80% (8/10),0% (0/11),38% (8/21),[],[],[],[],[],2.63
22.05. 15:45,Heide G.,2,7,6,,,,10,2,48%,82% (23/28),73% (22/30),100% (3/3),40% (16/40),35% (9/26),33% (2/6),36,26,76% (13/17),6,78% (45/58),38% (25/66),56% (70/124),5,100% (11/11),20% (2/10),62% (13/21),"['7', '5']","['2', '0']",[],[],[],1.47
20.05. 19:25,Bu Y.,2,6,7,,,,2,2,62%,70% (32/46),50% (14/28),33% (1/3),37% (11/30),56% (14/25),80% (4/5),11,18,64% (9/14),10,62% (46/74),45% (25/55),55% (71/129),4,82% (9/11),40% (4/10),62% (13/21),"['3', '1', '5', '1']","['2', '1', '6', '5']",[],[],[],2.82
20.05. 19:25,Molcan A.,0,3,5,,,,3,2,55%,63% (19/30),44% (11/25),20% (1/5),30% (14/46),50% (14/28),67% (2/3),21,39,50% (4/8),7,55% (30/55),38% (28/74),45% (58/129),2,60% (6/10),18% (2/11),38% (8/21),"['2', '5']","['2', '2']",[],[],[],1.43
CHALLENGER MEN - SINGLES :  Wuxi (China),hard,header
12.05. 12:40,Bu Y.,2,6,6,,,,5,2,52%,81% (21/26),58% (14/24),100% (3/3),45% (17/38),52% (15/29),33% (4/12),7,70% (35/50),48% (32/67),57% (67/117),6,100% (8/8),44% (4/9),71% (12/17),"['3', '2']","['2', '1', '4', '1', '6', '1']",[],[],[],1.41
12.05. 12:40,Gerasimov E.,0,4,1,,,,5,1,57%,55% (21/38),48% (14/29),67% (8/12),19% (5/26),42% (10/24),0% (0/3),5,52% (35/67),30% (15/50),43% (50/117),1,56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],2.80
11.05. 14:15,Bu Y.,2,7,1,6,,,7,0,58%,66% (31/47),53% (18/34),56% (5/9),23% (14/61),70% (26/37),33% (4/12),7,60% (49/81),41% (40/98),50% (89/179),4,71% (10/14),27% (4/15),48% (14/29),"['2', '1', '6', '5']",[],"['4', '4', '6', '4']",[],[],1.27
11.05. 14:15,Sekulic P.,1,5,6,4,,,7,3,62%,77% (47/61),30% (11/37),67% (8/12),34% (16/47),47% (16/34),44% (4/9),12,59% (58/98),40% (32/81),50% (90/179),5,73% (11/15),29% (4/14),52% (15/29),"['4', '4']","['2', '0', '4', '0']","['2', '1']",[],[],3.51
10.05. 14:50,Bu Y.,2,6,6,,,,4,1,57%,69% (27/39),52% (15/29),88% (7/8),43% (19/44),47% (8/17),67% (4/6),5,62% (42/68),44% (27/61),53% (69/129),5,89% (8/9),40% (4/10),63% (12/19),"['2', '3', '4', '3']","['1', '0', '6', '3']",[],[],[],1.44
10.05. 14:50,Wu Tung-Lin,0,4,3,,,,3,0,72%,57% (25/44),53% (9/17),33% (2/6),31% (12/39),48% (14/29),13% (1/8),6,56% (34/61),38% (26/68),47% (60/129),3,60% (6/10),11% (1/9),37% (7/19),"['2', '0']",[],[],[],[],2.65
09.05. 12:35,Bu Y.,2,6,7,,,,12,3,64%,82% (32/39),45% (10/22),67% (2/3),39% (14/36),59% (16/27),50% (4/8),8,69% (42/61),48% (30/63),58% (72/124),6,90% (9/10),44% (4/9),68% (13/19),"['1', '1', '3', '1', '5', '1']","['6', '5']",[],[],[],1.07
09.05. 12:35,Xiao L.,0,1,5,,,,0,2,57%,61% (22/36),41% (11/27),50% (4/8),18% (7/39),55% (12/22),33% (1/3),4,52% (33/63),31% (19/61),42% (52/124),1,56% (5/9),10% (1/10),32% (6/19),"['1', '0']",[],[],[],[],7.45
07.05. 14:35,Bu Y.,2,6,6,,,,4,2,50%,89% (16/18),72% (13/18),100% (2/2),45% (13/29),64% (14/22),45% (5/11),10,81% (29/36),53% (27/51),64% (56/87),10,100% (7/7),63% (5/8),80% (12/15),"['4', '3', '6', '3']","['2', '0', '4', '0', '6', '0']",[],[],[],1.35
07.05. 14:35,Jasika O.,0,3,0,,,,2,3,57%,55% (16/29),36% (8/22),55% (6/11),11% (2/18),28% (5/18),0% (0/2),4,47% (24/51),19% (7/36),36% (31/87),1,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],3.07
CHALLENGER MEN - SINGLES :  Guangzhou (China),hard,header
05.05. 08:40,Bu Y.,1,6,6^5,2,,,11,2,46%,74% (35/47),51% (28/55),78% (7/9),24% (11/45),42% (16/38),67% (2/3),8,62% (63/102),33% (27/83),49% (90/185),3,86% (12/14),14% (2/14),50% (14/28),"['1', '0', '5', '2']",[],[],[],[],2.03
