Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
WTA - SINGLES :  US Open (USA),hard,header
03.09. 04:45,Samsonova L.,0,4,1,,,,1,3,60%,55% (18/33),55% (12/22),63% (5/8),12% (4/33),55% (11/20),0% (0/0),11,24,63% (5/8),5,55% (30/55),28% (15/53),42% (45/108),1,63% (5/8),0% (0/9),29% (5/17),1564,[],[],[],[],[],7.03
03.09. 04:45,Swiatek I.,2,6,6,,,,3,1,62%,88% (29/33),45% (9/20),0% (0/0),45% (15/33),45% (10/22),38% (3/8),14,19,83% (5/6),8,72% (38/53),45% (25/55),58% (63/108),7,100% (9/9),38% (3/8),71% (12/17),1447,"['6', '4']","['2', '0', '4', '0']",[],[],[],1.10
01.09. 00:40,Samsonova L.,2,6,6,,,,0,0,56%,85% (17/20),75% (12/16),0% (0/0),64% (21/33),42% (8/19),42% (5/12),9,4,100% (4/4),7,81% (29/36),56% (29/52),66% (58/88),11,100% (7/7),71% (5/7),86% (12/14),1306,"['2', '1', '4', '1', '6', '1']","['2', '0', '4', '0']",[],[],[],1.54
01.09. 00:40,Krueger A.,0,1,1,,,,2,2,63%,36% (12/33),58% (11/19),58% (7/12),15% (3/20),25% (4/16),0% (0/0),6,27,67% (4/6),4,44% (23/52),19% (7/36),34% (30/88),1,29% (2/7),0% (0/7),14% (2/14),1356,[],[],[],[],[],2.53
29.08. 22:55,Samsonova L.,2,3,7^7,6,,,12,6,55%,72% (41/57),50% (23/46),50% (4/8),36% (18/50),45% (20/44),50% (3/6),54,56,59% (20/34),8,62% (64/103),40% (38/94),52% (102/197),4,75% (12/16),21% (3/14),50% (15/30),2503,[],"['4', '5']","['3', '3', '5', '3']",[],[],1.60
29.08. 22:55,Bouzkova M.,1,6,6^1,3,,,4,5,53%,64% (32/50),55% (24/44),50% (3/6),28% (16/57),50% (23/46),50% (4/8),19,18,83% (10/12),11,60% (56/94),38% (39/103),48% (95/197),5,79% (11/14),25% (4/16),50% (15/30),2793,"['3', '2', '6', '3']","['2', '0']","['3', '2']",[],[],2.36
28.08. 04:00,Samsonova L.,2,6,7,,,,3,7,46%,68% (23/34),45% (18/40),63% (5/8),41% (15/37),76% (13/17),67% (6/9),22,32,88% (7/8),6,55% (41/74),52% (28/54),54% (69/128),4,70% (7/10),60% (6/10),65% (13/20),"['1', '1', '4', '2', '6', '2']","['3', '3', '5', '5', '7', '5']",[],[],[],1.05
28.08. 04:00,Wang Q.,0,2,5,,,,4,3,69%,59% (22/37),24% (4/17),33% (3/9),32% (11/34),55% (22/40),38% (3/8),10,26,100% (2/2),6,48% (26/54),45% (33/74),46% (59/128),2,40% (4/10),30% (3/10),35% (7/20),"['1', '0']","['1', '0', '4', '3']",[],[],[],11.00
WTA - SINGLES :  Cincinnati (USA),hard,header
17.08. 22:40,Samsonova L.,0,3,2,,,,3,6,45%,71% (15/21),42% (11/26),40% (2/5),21% (7/34),31% (5/16),0% (0/3),6,55% (26/47),24% (12/50),39% (38/97),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],3.39
17.08. 22:40,Sabalenka A.,2,6,6,,,,5,0,68%,79% (27/34),69% (11/16),100% (3/3),29% (6/21),58% (15/26),60% (3/5),5,76% (38/50),45% (21/47),61% (59/97),5,100% (9/9),38% (3/8),71% (12/17),"['4', '2']","['1', '0', '3', '0']",[],[],[],1.33
16.08. 21:50,Samsonova L.,2,4,6,6,,,2,2,56%,66% (33/50),56% (22/39),50% (2/4),48% (25/52),42% (8/19),38% (5/13),7,62% (55/89),46% (33/71),55% (88/160),7,85% (11/13),42% (5/12),64% (16/25),[],"['2', '0', '4', '0', '6', '0']","['2', '2', '4', '2']",[],[],1.40
16.08. 21:50,Avanesyan E.,1,6,0,3,,,1,2,73%,52% (27/52),58% (11/19),62% (8/13),34% (17/50),44% (17/39),50% (2/4),5,54% (38/71),38% (34/89),45% (72/160),3,58% (7/12),15% (2/13),36% (9/25),"['2', '1']",[],"['2', '1']",[],[],3.00
15.08. 22:40,Samsonova L.,2,7^12,6,,,,9,4,45%,88% (28/32),64% (25/39),100% (5/5),26% (11/43),52% (14/27),50% (2/4),5,75% (53/71),36% (25/70),55% (78/141),5,100% (10/10),22% (2/9),63% (12/19),[],"['2', '0', '5', '1']",[],[],[],1.47
15.08. 22:40,Linette M.,0,6^10,1,,,,3,1,61%,74% (32/43),48% (13/27),50% (2/4),13% (4/32),36% (14/39),0% (0/5),6,64% (45/70),25% (18/71),45% (63/141),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.71
15.08. 00:05,Samsonova L.,2,6,6,,,,2,6,42%,76% (19/25),46% (16/35),57% (4/7),43% (17/40),64% (16/25),63% (5/8),7,58% (35/60),51% (33/65),54% (68/125),2,70% (7/10),50% (5/10),60% (12/20),"['1', '0', '5', '2']","['2', '1', '3', '2', '5', '4']",[],[],[],1.47
15.08. 00:05,Wang Xin.,0,4,4,,,,2,5,62%,58% (23/40),36% (9/25),38% (3/8),24% (6/25),54% (19/35),43% (3/7),8,49% (32/65),42% (25/60),46% (57/125),2,50% (5/10),30% (3/10),40% (8/20),"['3', '5']","['2', '2', '4', '4']",[],[],[],2.71
WTA - SINGLES :  Toronto (Canada),hard,header
11.08. 06:30,Samsonova L.,1,6,1,4,,,9,3,62%,74% (39/53),45% (15/33),57% (4/7),26% (14/53),35% (11/31),25% (1/4),5,63% (54/86),30% (25/84),46% (79/170),3,77% (10/13),7% (1/14),41% (11/27),"['2', '1']",[],[],[],[],1.75
11.08. 06:30,Shnaider D.,2,4,6,6,,,5,3,63%,74% (39/53),65% (20/31),75% (3/4),26% (14/53),55% (18/33),43% (3/7),5,70% (59/84),37% (32/86),54% (91/170),5,93% (13/14),23% (3/13),59% (16/27),[],"['2', '0', '4', '0']","['4', '3']",[],[],2.08
