Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,336/206,128/88,119/75,59/29,28/14,2/0
2024,26/21,6/5,12/13,-,8/3,-
2023,34/24,4/4,26/16,-,4/4,-
2022,30/17,3/4,21/10,5/0,1/3,-
2021,37/22,6/9,15/9,6/3,10/1,-
2020,26/12,8/4,10/6,6/2,-,2/0
2019,36/29,11/11,8/9,12/6,5/3,-
2018,70/26,49/16,15/5,6/5,-,-
2017,40/21,18/11,6/4,16/6,-,-
2016,17/10,6/6,6/1,5/3,-,-
2015,11/13,8/7,0/2,3/4,-,-
2014,8/8,8/8,-,-,-,-
2013,1/3,1/3,-,-,-,-
