Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,339/210,50/53,267/135,15/16,2/3,5/3
2024,5/7,4/2,1/4,0/1,-,-
2023,37/31,-,30/26,5/2,2/2,0/1
2022,73/35,0/3,71/24,2/5,0/1,0/2
2021,50/25,8/7,41/17,1/1,-,-
2020,37/27,0/1,35/25,2/1,-,-
2019,64/26,7/9,52/14,2/3,-,3/0
2018,27/13,5/2,20/10,2/1,-,-
2017,10/11,6/7,4/3,0/1,-,-
2016,5/6,2/1,2/4,1/1,-,-
2015,8/5,3/3,3/2,-,-,2/0
2014,4/1,4/1,-,-,-,-
2013,15/14,9/11,6/3,-,-,-
2012,2/6,1/5,1/1,-,-,-
2010,2/3,1/1,1/2,-,-,-
