Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,207/108,130/68,77/40,-,-,-
2024,15/9,7/5,8/4,-,-,-
2023,13/3,13/3,-,-,-,-
2022,22/16,10/7,12/9,-,-,-
2021,21/13,16/7,5/6,-,-,-
2020,10/4,1/0,9/4,-,-,-
2019,47/18,13/9,34/9,-,-,-
2018,28/18,28/18,-,-,-,-
2017,28/14,23/10,5/4,-,-,-
2016,21/10,18/7,3/3,-,-,-
2014,1/1,-,1/1,-,-,-
2013,1/2,1/2,-,-,-,-
