Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,181/174,138/122,28/27,15/25,-,-
2023,21/31,17/19,1/2,3/10,-,-
2022,20/14,17/10,1/3,2/1,-,-
2021,33/28,29/22,4/4,0/2,-,-
2020,9/7,9/7,-,-,-,-
2019,23/28,20/23,3/5,-,-,-
2018,36/28,21/17,8/5,7/6,-,-
2017,8/11,4/7,2/2,2/2,-,-
2016,14/8,13/7,1/1,-,-,-
2015,15/8,7/5,7/2,1/1,-,-
2014,2/7,1/3,1/2,0/2,-,-
2013,0/3,0/2,-,0/1,-,-
2012,0/1,-,0/1,-,-,-
