Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,336/226,147/101,112/72,61/38,16/15,-
2024,18/25,8/7,8/14,-,2/4,-
2023,35/30,7/8,17/15,8/3,3/4,-
2022,48/30,14/11,17/8,12/7,5/4,-
2021,31/27,9/11,9/7,8/7,5/2,-
2020,22/15,16/7,4/3,2/5,-,-
2019,49/21,8/5,22/8,18/7,1/1,-
2018,38/19,21/8,14/7,3/4,-,-
2017,33/24,15/16,9/4,9/4,-,-
2016,22/13,17/11,5/2,-,-,-
2015,24/12,21/10,2/1,1/1,-,-
2014,8/4,5/3,3/1,-,-,-
2013,8/6,6/4,2/2,-,-,-
