Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,162/118,141/95,13/14,0/1,-,8/8
2024,27/20,27/19,0/1,-,-,-
2023,39/25,27/13,4/3,0/1,-,8/8
2022,10/4,10/4,-,-,-,-
2021,2/9,1/4,1/5,-,-,-
2020,14/7,6/3,8/4,-,-,-
2019,24/22,24/21,0/1,-,-,-
2018,35/23,35/23,-,-,-,-
2017,11/8,11/8,-,-,-,-
