Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,57/54,34/35,23/19,-,-,-
2024,19/13,4/4,15/9,-,-,-
2023,23/16,19/15,4/1,-,-,-
2022,10/18,7/11,3/7,-,-,-
2021,3/4,3/4,-,-,-,-
2019,2/3,1/1,1/2,-,-,-
