Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,37/32,33/26,1/3,-,-,3/3
2024,21/10,21/10,-,-,-,-
2023,8/8,7/5,1/3,-,-,-
2022,6/10,3/7,-,-,-,3/3
2021,2/4,2/4,-,-,-,-
