Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,128/87,32/21,36/25,60/41,-,-
2024,36/23,15/7,9/8,12/8,-,-
2023,37/28,10/8,2/4,25/16,-,-
2022,45/24,7/5,16/7,22/12,-,-
2021,10/9,0/1,9/6,1/2,-,-
2020,0/3,-,-,0/3,-,-
