Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,13/9,3/2,0/1,-,-,10/6
2024,3/3,3/2,0/1,-,-,-
2023,7/4,-,-,-,-,7/4
2022,3/2,-,-,-,-,3/2
