Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,243/165,98/67,100/50,45/47,0/1,-
2024,22/22,16/12,4/6,2/3,0/1,-
2023,45/30,23/16,15/7,7/7,-,-
2022,47/24,27/13,15/4,5/7,-,-
2021,49/21,6/6,35/12,8/3,-,-
2020,14/10,-,6/4,8/6,-,-
2019,28/22,9/7,8/4,11/11,-,-
2018,16/19,8/7,7/7,1/5,-,-
2017,15/12,4/3,8/4,3/5,-,-
2016,4/4,2/2,2/2,-,-,-
2015,3/1,3/1,-,-,-,-
