Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,30/37,19/18,9/16,2/3,-,-
2024,11/17,8/7,1/7,2/3,-,-
2023,7/10,7/6,0/4,-,-,-
2022,12/10,4/5,8/5,-,-,-
