Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,174/100,38/27,88/44,44/20,4/9,-
2024,18/11,2/2,14/6,1/1,1/2,-
2023,43/17,4/2,20/6,17/6,2/3,-
2022,20/8,-,8/3,11/4,1/1,-
2021,28/17,12/11,9/4,7/2,-,-
2020,32/16,1/2,25/12,6/2,-,-
2019,8/13,2/2,6/9,0/2,-,-
2018,25/17,17/8,6/4,2/2,0/3,-
2017,0/1,-,-,0/1,-,-
