Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,84/146,22/46,45/61,16/38,1/1,-
2024,11/22,2/3,9/17,0/2,-,-
2023,19/25,1/6,16/14,2/5,-,-
2022,9/12,0/2,5/7,4/3,-,-
2021,14/32,5/16,7/9,1/6,1/1,-
2020,7/11,-,5/8,2/3,-,-
2019,9/22,2/9,3/6,4/7,-,-
2018,13/19,12/10,-,1/9,-,-
2017,2/2,-,-,2/2,-,-
2016,0/1,-,-,0/1,-,-
