Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,24/38,23/34,0/1,1/3,-,-
2024,13/19,13/19,-,-,-,-
2023,9/14,9/11,0/1,0/2,-,-
2022,2/4,1/3,-,1/1,-,-
2021,0/1,0/1,-,-,-,-
