Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,76/61,26/17,44/30,6/14,-,-
2024,19/22,7/9,9/6,3/7,-,-
2023,42/22,18/7,22/10,2/5,-,-
2022,9/11,1/1,7/8,1/2,-,-
2021,6/6,-,6/6,-,-,-
