Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,239/154,140/86,57/42,38/22,-,4/4
2024,32/15,29/10,-,2/3,-,1/2
2023,33/21,16/13,-,15/6,-,2/2
2022,41/18,30/14,1/1,9/3,-,1/0
2021,13/11,12/9,1/2,-,-,-
2020,8/3,4/0,3/2,1/1,-,-
2019,15/10,5/5,10/5,-,-,-
2018,5/6,-,5/6,-,-,-
2017,27/17,13/9,12/7,2/1,-,-
2016,13/16,3/7,8/7,2/2,-,-
2015,31/18,15/8,15/9,1/1,-,-
2014,10/11,5/5,2/3,3/3,-,-
2013,7/6,4/4,-,3/2,-,-
2012,4/2,4/2,-,-,-,-
