Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,53/58,46/44,6/11,-,-,1/3
2024,24/19,24/17,0/2,-,-,-
2023,21/25,15/15,5/7,-,-,1/3
2022,8/14,7/12,1/2,-,-,-
