Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,53/120,14/36,20/72,1/2,-,18/10
2024,3/7,0/3,0/3,-,-,3/1
2023,5/11,0/3,2/6,1/1,-,2/1
2022,2/7,-,2/7,-,-,-
2021,1/6,-,1/6,-,-,-
2019,2/7,-,0/5,-,-,2/2
2018,7/14,0/1,3/12,-,-,4/1
2017,13/25,6/14,4/9,-,-,3/2
2016,11/16,6/7,3/7,-,-,2/2
2015,7/11,2/3,3/6,0/1,-,2/1
2014,2/10,0/2,2/8,-,-,-
2013,0/4,0/3,0/1,-,-,-
2012,0/1,-,0/1,-,-,-
2011,0/1,-,0/1,-,-,-
