Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,165/125,78/53,79/68,6/3,-,2/1
2024,31/25,0/1,25/21,6/3,-,-
2023,23/22,2/4,21/18,-,-,-
2022,40/23,24/9,14/13,-,-,2/1
2021,42/29,39/26,3/3,-,-,-
2020,17/17,13/13,4/4,-,-,-
2019,9/6,-,9/6,-,-,-
2018,3/3,-,3/3,-,-,-
