Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,26/20,13/11,13/9,-,-,-
2024,15/11,7/5,8/6,-,-,-
2023,7/5,2/2,5/3,-,-,-
2022,3/1,3/1,-,-,-,-
2021,1/1,1/1,-,-,-,-
2020,0/2,0/2,-,-,-,-
