Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,57/60,16/16,30/29,2/8,4/2,5/5
2024,5/15,0/3,5/10,0/2,-,-
2023,24/21,5/1,10/9,0/4,4/2,5/5
2022,8/5,0/1,7/3,1/1,-,-
2017,9/5,8/4,-,1/1,-,-
2016,7/11,3/7,4/4,-,-,-
2015,4/3,-,4/3,-,-,-
