Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,101/71,77/57,20/11,4/3,-,-
2024,32/16,32/16,-,-,-,-
2023,30/21,14/14,16/7,-,-,-
2022,30/24,25/19,1/2,4/3,-,-
2021,9/9,6/7,3/2,-,-,-
2019,0/1,0/1,-,-,-,-
