Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,54/31,3/3,41/25,4/3,-,6/0
2024,5/5,0/1,2/3,2/1,-,1/0
2023,21/17,3/2,16/13,2/2,-,-
2022,13/2,-,8/2,-,-,5/0
2021,15/7,-,15/7,-,-,-
