Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,233/142,17/11,179/102,22/20,13/7,2/2
2024,21/21,1/3,14/11,1/4,5/3,-
2023,43/26,7/1,19/17,8/3,8/4,1/1
2022,42/26,0/2,37/20,4/3,-,1/1
2021,31/20,-,28/18,3/2,-,-
2020,4/5,-,4/4,0/1,-,-
2019,39/13,4/2,33/10,2/1,-,-
2018,20/10,2/1,16/8,2/1,-,-
2017,22/14,2/1,20/11,0/2,-,-
2016,11/6,1/1,8/3,2/2,-,-
2015,0/1,-,-,0/1,-,-
